Padrão,Frase,Nome da Música,Artista,Gênero Musical,Letra da Música
aposto_adjetivo_nome_proprio,quica quica,Combatchy (feat. MC Rebecca),Anitta,Funk,"Agora vai começar o combate Quica, quica, bate, bate Hoje vai rolar um fight de bumbum Aqui não vai ter empate O bagulho é de verdade Meu popô vai dar nocaute em qualquer um Ô bota a cara pra tu ver O que vai acontecer Eu vou te dar prejú Vai tomar surra de bumbum Turudum Turudum Turudum Turudum Turudum Turudum Turudum Turudum Turudum Turudum Turudum Turudum Turudum Turudum Turudum Turudum Round 1, bota pra tremer, tremer, tremer Round 2, bota pra descer Round 3, joga, joga, joga o popozão Finaliza quando vai no chão, vai no chão"
sujeito_NOUN,ritmo,Hit Contagiante,Felipe Original,Funk,"Ahn, fala tu que eu tô cansado Felipe Original, tá ligado? Se liga aí, malvada, no que agora eu vou mandar Um som diferenciado que vai te fazer dançar JS no comando vai mandar pra todas elas Ritmo contagiante vai entrar na mente delas Ritmo contagiante vai entrar na mente delas Manda pras safadinhas Evoluiu Ritmo agressivo, 150 fluiu Levando levadas que você nunca ouviu Evoluiu Vai brisar na vibe do Kevin o Chris No tamborzão que te faz mexer Te faz mexer, te faz mexer Seja no Lins ou no PPG Pode começar a des−des−des−des−descer No tamborzão que te faz mex−mex−mex−mex−mexer Pode começar a des−des−des−des−descer No tamborzão que te faz mex−mex−mex−mex−mexer Eu dou aquela sarradinha Se liga aí, malvada, no que agora eu vou mandar Um som diferenciado que vai te fazer dançar Manda pras safadinhas Se liga aí, malvada, no que agora eu vou mandar Um som diferenciado que vai te fazer dançar JS no comando vai mandar pra todas elas Ritmo contagiante vai entrar na mente delas Ritmo contagiante vai entrar na mente delas Manda pras safadinhas Evoluiu Ritmo agressivo, 150 fluiu Levando levadas que você nunca ouviu Evoluiu Vai brisar na vibe do Kevin o Chris No tamborzão que te faz mexer Te faz mexer, te faz mexer Seja no Lins ou no PPG Pode começar a des−des−des−des−descer No tamborzão que te faz mex−mex−mex−mex−mexer Pode começar a des−des−des−des−descer No tamborzão que te faz mex−mex−mex−mex−mexer Eu dou aquela sarradinha Se liga aí, malvada, no que agora eu vou mandar Um som diferenciado que vai te fazer dançar Manda pras safadinhas"
sujeito_aux_adv_adj,moderna,Doutora 3,Mc Kevin,Funk,"Primeira proposta que eu fiz ela não aceitava A segunda eu nem tentei mas vi ela recusar vários do meu lado Te fiz um convite, me leva embora pra casa E um dia de cada vez, mas eu sei que tua hora tá marcada 2018 do ano, a nova Discovery Passou dois anos, 20 20 Velar Quem diria que o menor de ontem É de hoje o menor que você vai casar Fato claro quero você bem perto Por que de longe eu enxergo meu fim Às vezes que eu fiquei com medo Foi você que tiro eles de mim Se pede um beijo, eu te dou um carinho Quando pede um cheiro, eu vou no seu ouvido Você pede um beijo, eu te dou um carinho Quando pede um cheiro, eu vou no seu ouvido Você pede um beijo, eu te dou um carinho Quando pede um cheiro, eu vou no seu ouvido Você pede um beijo, eu te dou um carinho Quando pede um cheiro, eu vou no seu ouvido De Gucci, ela é bem moderna Louis Vui', não sai discreta Burberry na bolsa dela Cabelo da Cinderela De Velar vai na favela Dona da própria matéria É doutora dos viela Criminal, eu incrimino ela Mistura aquilo ali Um pouco disso aqui Te ofereço bem mais que um drink Mistura aquilo ali Um pouco disso aqui Te ofereço bem mais que um drink Se pede beijo, eu te dou um carinho Quando pede um cheiro, eu vou no seu ouvido Você pede um beijo, eu te dou um carinho Quando pede cheiro, eu vou no seu ouvido"
aposto_adjetivo_noun_det,fé,Freio da Blazer,L7NNON,Trap,"L7, me espera A cara do freio da Blazer, ahn Hoje ela quer tá do lado, ahn Acelerando de Fazer, ahn Sempre com o bolso lotado, ahn MD na Renegade, ahn Muito calmo e abusado, ahn Orochi tá de Mercedes Preto caro e arrumado, é Aquela cena, vida de cinema Numa semana é Mega-Sena Acumulada, ahn, agora não falta nada, ahn Mais de 20k no bolso, ahn, artilharia pesada Eu tô vivendo no futuro, quem disse que eu tava duro Quer saber quanto eu faturo Tô de milionare na vista Pagando à vista, ô, nada de juros Acelerando, vrum Sabe que hoje eu tô de nave L7, Shenlong, AZ, Ajaxx Aquela cena, vida de cinema Numa semana é Mega-Sena Acumulada, ahn, agora não falta nada, ahn Mais de 20k no bolso, ahn, artilharia pesada, ê Grana na conta corrente, mano, olha quanta corrente Vê legal quem que te prende Vê legal quem tá correndo contigo Meu único inimigo mora na mente Olha só que coisa louca Nem olhava na minha cara e quer beijar na boca Quem nunca me deu ideia Agora tá na plateia, mano, hoje as ideia é outra Posturado e calmo como sempre De maciço e de Kenner Tô na régua, elas vem, né? Mina, aquela fé, né? De Nike e Supreme Nós ganhando Grammy Menor independente, nós é A cara do freio da Blazer, ahn Hoje ela quer tá do lado, ahn Acelerando de Fazer, ahn Sempre com o bolso lotado, ahn MD na Renegade, ahn Muito calmo e abusado, ahn Orochi tá de Mercedes Preto caro e arrumado, é Aquela cena, vida de cinema Numa semana é Mega-Sena Acumulada, ahn, agora não falta nada, ahn Mais de 20k no bolso, ahn, artilharia pesada, ê Hoje ela quer tá do lado, ahn Acelerando de Fazer, ahn Sempre com o bolso lotado, ahn MD na Renegade, ahn Muito calmo e abusado, ahn Orochi tá de Mercedes Preto caro e arrumado, é"
aposto_adjetivo_noun_det,mágoa,Presepada,Marília Mendonça,Sertanejo,"(Vem cá E se eu te dissesse Que você tá perdendo o amor da sua vida? Você ainda abriria mais uma?) Pra você é só mais um rolê, só mais uma ressaca Pra ela, outra mágoa, outro gatilho, outro trauma Enquanto finaliza a saideira Destrói o sonho de uma vida inteira Você curtindo o auge dos seus trinta e poucos anos E ela te esperando acordada, fazendo planos Você não vai ganhar nada com isso Não tem ninguém achando isso bonito Cadê sua responsabilidade? No seu lugar eu teria vergonha Por mim, ela teria te deixado Fazer o quê se ela te ama Então aproveita que ela nem sonha quem você é É hora de parar com a presepada Respeita a sua namorada Agarra essa mulher e casa Agarra ela e casa Vive numa busca incessante Pra achar alguém interessante Sem enxergar que ela é brilhante Que ela é rara É hora de parar com a presepada Respeita a sua namorada Agarra essa mulher e casa Agarra ela e casa Essa sua busca incessante Pra achar alguém interessante Terminaria se enxergasse O que tem dentro de casa Por mim, ela teria te deixado Fazer o quê se ela te ama Então aproveita que ela nem sonha quem você é (Imagina ela beijando outro agora na sua frente Doeu, né?) Respeita a sua namorada Agarra essa mulher e casa Agarra ela e casa Vive numa busca incessante Pra achar alguém interessante Sem enxergar que ela é brilhante Que ela é rara É hora de parar com a presepada Respeita a sua namorada Agarra essa mulher e casa Agarra ela e casa Essa sua busca incessante Pra achar alguém interessante Terminaria se enxergasse O que tem dentro de casa (Sabe aquela pessoa fantástica, diferente Especial, incomparável, acima da média? Tá aí do seu lado)"
sujeito_aux_adj,rara,Presepada,Marília Mendonça,Sertanejo,"(Vem cá E se eu te dissesse Que você tá perdendo o amor da sua vida? Você ainda abriria mais uma?) Pra você é só mais um rolê, só mais uma ressaca Pra ela, outra mágoa, outro gatilho, outro trauma Enquanto finaliza a saideira Destrói o sonho de uma vida inteira Você curtindo o auge dos seus trinta e poucos anos E ela te esperando acordada, fazendo planos Você não vai ganhar nada com isso Não tem ninguém achando isso bonito Cadê sua responsabilidade? No seu lugar eu teria vergonha Por mim, ela teria te deixado Fazer o quê se ela te ama Então aproveita que ela nem sonha quem você é É hora de parar com a presepada Respeita a sua namorada Agarra essa mulher e casa Agarra ela e casa Vive numa busca incessante Pra achar alguém interessante Sem enxergar que ela é brilhante Que ela é rara É hora de parar com a presepada Respeita a sua namorada Agarra essa mulher e casa Agarra ela e casa Essa sua busca incessante Pra achar alguém interessante Terminaria se enxergasse O que tem dentro de casa Por mim, ela teria te deixado Fazer o quê se ela te ama Então aproveita que ela nem sonha quem você é (Imagina ela beijando outro agora na sua frente Doeu, né?) Respeita a sua namorada Agarra essa mulher e casa Agarra ela e casa Vive numa busca incessante Pra achar alguém interessante Sem enxergar que ela é brilhante Que ela é rara É hora de parar com a presepada Respeita a sua namorada Agarra essa mulher e casa Agarra ela e casa Essa sua busca incessante Pra achar alguém interessante Terminaria se enxergasse O que tem dentro de casa (Sabe aquela pessoa fantástica, diferente Especial, incomparável, acima da média? Tá aí do seu lado)"
nome_NOUN,balde,Oi Balde - Ao Vivo,Zé Neto & Cristiano,Sertanejo,"Sabe quando a gente termina um relacionamento e sente um alívio Já passei por isso Sabe quando a gente mete o louco na cidade e sai moendo Também já fiz isso E ainda tô fazendo Eu já borrei batons pela cidade Mas nada apaga minha saudade Eu tento mas não acho alguém do nível Só acho amor incompatível Oi balde, desculpa a cara de pau Mas deu saudade Eu te chutei quando a raiva tava no auge Eu fui um trouxa a gente sabe Que nunca foi falta de amor Foi só falta de maturidade Fala que pra te buscar ainda não é tarde"
sujeito_aux_adj,fria,Traumatizei - Ao Vivo Em Brasília,Henrique & Juliano,Sertanejo,"Desde que a gente terminou ela não namorou mais! Por que será né? Deve ser porque você vacilou pouco com ela né? Lembro que eu prometi que não ia sumir Não ia te deixar e nunca ia fazer seu olho chorar Juntou um pouco de falha no meu caráter Com a imaturidade da minha parte É assim que uma insegura nasce! Se hoje ela não consegue confiar em ninguém Se ela vê coisa errada até onde não tem Se ela não consegue se entregar a culpa é minha A culpa é toda minha! Se hoje ela é fria eu que esfriei E pode me chamar de otário eu sou, eu sei! Se ela tem o pé atrás com todo mundo fui eu quem puxei Pediu, pra cuidar eu não cuidei Era pra amar, traumatizei Foi isso que rolou Ela pediu pra cuidar, eu não cuidei Era pra amar, eu fui lá e traumatizei"
sujeito_aux_NOUN,sal,Coração de Gelo,WIU,Rap,"Get-get it, get it up, get it up, get it up, boy Ainda tem grana a fazer por aí Ela não vai te ligar nem chamar pra sair Cai pra noite, vai, deixa o baile seguir (Ye-eh-eh, ye) Mas que falta de sorte Trata o coração quebrado fumando um da forte (Oh-oh-oh-ohn) Várias bunda no lugar, mas nada que me importe Só de olhar lá no fundo do olho Eu já sei que nenhuma faz como tu faz Te apresento essa neném com cara de malva' (Da) Descendo do Uber com as cunhada Fuma um vape com gosto de ""hoje a mãe arrasa"" (Eh) Aprovеita e me leva pra tua casa (Eh-еh) Me promete prazer (Eh), preciso de amor não Já me conformei que eu não vou segurar sua mão Mas tudo bem, tudo, tudo bem, tranquilão Se ela me magoar, eu ligo a outra que ela tem mó bundão Essa bicha tá desconsiderando o nego A nega é coração de gelo Essa bebê cara é foda, ela me deu um nó (Oh) Ela não quer mais amor, só quer o isqueiro Essa bicha tá desconsiderando o nego (Oh) A nega é coração de gelo Essa bebê cara é foda, ela me deu um nó (Oh) Ela não quer mais amor, só quer dinheiro Deixa eu quebrar o gelo do seu coração Primeiro nós fode, depois fuma um balão Ficou com tesão no brilho do cordão Nem pensa em romance, ela só quer tapão Get it, get it up, get it up, get it up, boy Tranquilão fumando um do bom por aí Sempre na onda, eu não deixo a vibe cair Se quiser colar, vem, é só me seguir My, my, my, my baby, foda que eu e ela era sal (Era sal) Aquela raba fora do normal Ela disse que quer conhecer Fortal Viciou no meu flow, no estilo vetin' criminal Essa bicha tá desconsiderando o nego A nega é coração de gelo Essa bebê cara é foda, ela me deu um nó (Oh) Ela não quer mais amor, só quer o isqueiro Essa bicha tá desconsiderando o nego (Oh) A nega é coração de gelo Essa bebê cara é foda, ela me deu um nó (Oh) Ela não quer mais amor, só quer dinheiro Deixa eu quebrar o gelo do seu coração Oh, oh Ficou com tesão no brilho do cordão Oh, oh"
nome_NOUN,coração bandido,Sem Aliança no Dedo,MC Xenon,Funk,"E lá vem ela com romance Coração bandido nunca vai ter dono (Dono) Sem aliança no dedo A cada dia da semana uma que me arranha (Vai, vai, vai) Ela me perguntou se eu sou trabalhador mas logo viu a tatuagem da aranha (Da aranha) Eu já quis ser doutor, mas as coisa mudou E eu troco tiro todo dia na semana Ela me perguntou se eu sou trabalhador mas logo viu a tatuagem da aranha (Da aranha) Eu já quis ser doutor, mas as coisa mudou E eu troco tiro todo dia na semana De outro planeta (Vai, vai, vai) Gêmeos da Putaria"
aposto_adjetivo,quica,Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,Funk,"Faz um vuk vuk sentando de quatro Faz um vuk vuk sentando de quatro Quica, quica, quica, quica, quica Kevin o Chris, manda pra elas (quica com a bunda) Teto espelhado, cama redonda, faz o movimento Quarto gelado, fogo na bomba, fumaça no vento (quica com a bunda) De frente, de lado, por cima, por baixo, gemendo baixinho Com amor e com carinho Faz um vuk vuk sentando de quatro Vem no chupe chupe, babado e molhado Joga de ladinho que eu vou encaixando Cara de safada vai movimentando Faz um vuk vuk sentando de quatro Vem no chupe chupe, babado e molhado Joga de ladinho que eu vou encaixando Cara de safada vai movimentando, oh Teto espelhado, cama redonda, faz o movimento Quarto gelado, fogo na bomba, fumaça no vento De frente, de lado, por cima, por baixo, gemendo baixinho Com amor e com carinho Faz um vuk vuk sentando de quatro (quica, quica, quica) Vem no chupe chupe, babado e molhado Joga de ladinho que eu vou encaixando (quica, quica, quica) Cara de safada vai movimentando Faz um vuk vuk sentando de quatro (quica, quica, quica) Vem no chupe chupe, babado e molhado Joga de ladinho que eu vou encaixando Cara de safada vai movimentando, oh"
sujeito_adj,simpática,Halls na Língua,Kadu Martins,Forró,"(Vai, Kadu Martins) (É pra tocar, pra tocar, pra tocar no paredão) Ô, que mina simpática Me olhou de canto quando eu brotei na área Oi, no Bailão da Serra que ela se destaca De JuJu na face e uma Lacoste importada Veio preparada Foi no beco do meio que começou a tocar Os proibidão, e ela começou a jogar Vou mandar uma proposta que não dá pra recusar Bota o Halls na língua, amor Vai descendo com a boquinha, moça Vai, me faz esse favor Que hoje à noite vou te deixar louca Bota o Halls na língua, amor Vai descendo com a boquinha, moça Vai, me faz esse favor Que hoje à noite vou te deixar louca Bota o Halls na língua, amor Vai descendo com a boquinha, moça Vai, me faz esse favor Que hoje à noite vou te deixar louca Bota o Halls na língua, amor Vai descendo com a boquinha, moça Vai, me faz esse favor Que hoje à noite vou te deixar louca (Bota o Halls na língua, amor) (Bota o Halls na língua, amor) Que mina simpática Me olhou de canto quando eu brotei na área Oi, no Bailão da Serra que ela se destaca De JuJu na face e uma Lacoste importada Veio preparada Foi no beco do meio que começou a tocar Os proibidão, e ela começou a jogar Vou mandar uma proposta que não dá pra recusar Bota o Halls na língua, amor Vai descendo com a boquinha, moça Vai, me faz esse favor Que hoje à noite vou te deixar louca Bota o Halls na língua, amor Vai descendo com a boquinha, moça Vai, me faz esse favor Que hoje à noite vou te deixar louca Bota o Halls na língua, amor Vai descendo com a boquinha, moça Vai, me faz esse favor Que hoje à noite vou te deixar louca Bota o Halls na língua, amor Vai descendo com a boquinha, moça Vai, me faz esse favor Que hoje à noite vou te deixar louca (Bota o Halls na língua, amor) (Bota o Halls na língua, amor)"
sujeito_aux_NOUN,atriz,Ballena,Vulgo FK,Rap,"Duas doses, bebida rosa De salto alto, prada milano toda sensual Será que ela é do job? Tava na frança, bebendo numa praia em dubai E quero saber o que cê esconde Debaixo dessa marra, quero te ver pelada Despertar o seu lado safada, deixar você molhada Só não fica sem graça Baby se tu quer fuder, tem que me acompanhar Que a minha vida tá corrida, eu não posso te esperar Marca presença na goma antes de eu ir viajar Que eu não sei quando eu volto Nem se eu vou querer te trombar Larga esse seu celular e brinca Na minha cama ela faz coisas lindas Vem com mais duas amigas ainda, é palhaçada Todas que você quiser são bem-vindas Ela sempre traz minhas preferidas Tem maconha e tem bebida Sei o que você precisa Duas doses, bebida rosa De salto alto, prada milano toda sensual Será que ela é do job? Tava na frança, bebendo numa praia em dubai E quero saber o que cê esconde Debaixo dessa marra, quero te ver pelada Despertar o seu lado safada, deixar você molhada Só não fica sem graça Gostosa demais a roupa que ela usa em casa É mais bonita que as suas em dia de baile Enquanto uma senta sorrindo A outra tá chorando são fases e fases Eu ganho essa mina, quando eu perco a vergonha Eu sou timido, mas eu sou ligeiro Um garoto tranquilo, não bebe e nem fuma Mas ama transar o tempo inteiro O fetiche de malandro é dinheiro Sobe e desce com a mão no cabelo E o desfecho da noite é em casa Ela jogando para mim... (joga, joga, joga, joga) Todas elas são atriz, ela jogando para mim Algumas ganham com isso, outras não atuam no filme E o fim é sempre triste Duas doses, bebida rosa De salto alto, prada milano toda sensual Será que ela do job Tava na frança, bebendo numa praia em dubai E quero saber o que cê esconde Debaixo dessa marra, quero te ver pelada Despertar o seu lado safada, deixar você molhada Só não fica sem graça"
nome_adj,puta rara,Puta Mexicana,DJ Jeeh FDC,Funk,"Ela vem na cavalgada, toda tatuada Puta rara, puta mexicana Puta rara, puta mexicana Então toma, então toma, então toma, então toma, então toma Então toma, então toma, então toma, então toma, então toma (Marcha, marcha, marcha, marcha) Marcha, marcha, cavalona (Então toma, então toma, então toma, então toma) (Então toma, então toma, então toma, então toma) (Então toma, então toma, então toma, então toma) marcha, cavalona (Então toma, então toma, então toma, então toma) (Então toma, então toma, então toma, então toma) (Então toma, então toma, então toma, então toma) marcha, cavalona Puta rara, puta Mexicana Pu-puta rara, puta Mexicana Puta rara, puta Mexicana Então toma, então toma, então toma, então toma (puta mexicana) Então toma, então toma, então toma, então toma (puta mexicana) No meio de idas e vindas, se quiser voltar tu pode voltar, vida Dando a dar silicone na raba no clima do México México, linda, grita Grita Alfa do Mandela que é o nome do homem que te patrocina Ele que banca a sua brisa, menina então desce com a tcheca na ponta da pica Desce com a, desce com a, desce com a, desce com a Desce com a tcheca na ponta da pica Desce com a, desce com a, desce com a desce com a tcheca na ponta, na ponta da pica Ele que banca a sua brisa, menina então desce com a tcheca na ponta da pica Ele que banca a sua brisa, menina então desce com a tcheca na ponta da Eu tô com o Alfa nessa porra e nós só quer as puta rara Que rala o joelho pra me chupar no beco da caixa d'água Ela monta por cima sem calcinha, senta na pica de minissaia Ela senta, ela senta, ela senta, ela senta, ela senta na pi Ela senta, ela senta, ela senta ela senta, ela senta na pica de minissaia Ela monta por cima sem calcinha Ela senta na pica de minissaia Ela monta por cima sem calcinha Ela senta na pica de minissaia Ele que banca a sua brisa, menina então desce com a tcheca na ponta da ponta, da ponta, da ponta (Marcha, marcha, marcha, marcha, marcha, marcha, cavalona) Então toma, então toma, então toma então toma (desce com a tcheca na ponta da pica) Então toma, então toma, então toma, então toma Então toma, então toma, então toma então toma (marcha, cavalona) Então toma, então toma, então toma, então toma Então toma, então toma, então toma, então toma Ela senta na pica de minissaia ela monta por cima sem calcinha Marcha, cavalona Esse é o Jeeh FDC, o Alfa do Mandela Dela, dela, o Alfa do Mandela Dela, dela, o Alfa do Mandela Dela, dela, o alfa do Mandela Esse e Jeeh FDC, o Alfa do Mandela, dela, dela O Alfa do Mandela"
aposto_adjetivo_nome_proprio,namora otária,Namora Aí,MC Ryan SP,Funk,"É o Kotim E os cara do momento Cês pediram, então toma Quem terminou foi você Achando que eu ia sofrer Vai sonhando Ninguém entende essa vida que eu tô levando Eu tô pique jogador caro Nem olho pras foto que cê posta com esse otário Se ex fosse bom era presente não passado É melhor com todas do que mal acompanhado Namora, otário, namora aí Que eu pego todo mundo e não tô sentindo nada Tô com as blogueirinha, curtindo nas madrugada Tô com as delicinha, curtinho na revoada Namora, otária, namora aí Que eu pego todo mundo e não tô sentindo nada Tô com as blogueirinha, curtindo nas madrugada Tô com as delicinha, curtinho na revoada Namora, otária, namora aí Que demais, alguém me segure Está na hora da festa Quem terminou foi você Achando que eu ia sofrer Vai sonhando Ninguém entende essa vida que eu tô levando Eu tô pique jogador caro Nem olho pras foto que cê posta com esse otário Se ex fosse bom era presente não passado É melhor com todas do que mal acompanhado Namora, otário, namora aí Que eu pego todo mundo e não tô sentindo nada Tô com as blogueirinha, curtindo nas madrugada Tô com as delicinha, curtinho na revoada Namora, otária, namora aí Que eu pego todo mundo e não tô sentindo nada Tô com as blogueirinha, curtindo nas madrugada Tô com as delicinha, curtinho na revoada Namora, otária, namora aí Que demais, alguém me segure Está na hora da festa"
sujeito_adj,rebola,FOGO E GASOLINA,MC Cabelinho,Funk,"O que somos? Diz pra mim: O que somos? Fala pra mim o que cê pensa de nós, amor Fala pra mim que eu sou teu e sou único Tipo droga, cê me viciou Sua ausência causa abstinência em mim Percebi isso ontem, depois que você se arrumou e foi embora Entendo que você teve que ir Por um lado é até bom Que dá mais saudade e fica mais gostoso quando você volta Porque cada dia que passa você só fica mais gostosa Dá vontade de comentar assim nas foto, nos vídeo que tu posta Te como de ladinho, falo no seu ouvidinho as coisa que tu gosta Como você preferir Só relaxa e goza Cara na cara, no pelo e na pele Corpos em transe, você tão sexy Me agradecendo por te deixar leve Que nada, amor Você merece Cara na cara, no pelo e na pele Corpos em transe, você tão sexy Me agradecendo por te deixar leve Que nada, amor Você merece (você merece) Nossa conexão é tão forte eu juro que igual eu não vi (é mermo) Duvido que algum outro cara te come, te fode assim Eu duvido que outra garota rebola e senta assim, gostosin Admito que tu tem o macetinho Eu até gosto de sentir saudade Gosto de lembrar do jeito que cê beija Sou apaixonado por cada detalhe seu Tudo é meu, tudo é seu Vai, amor, então fala que tu é minha Vamo admitir que nós combina Nós dois junto é fogo e gasolina Tu gostou da minha pegada de cria Fala que tu é minha Vamo admitir que nós combina Nós dois junto é fogo e gasolina Tu gostou da minha pegada de cria Cara na cara, no pelo e na pele Corpos em transe, você tão sexy Me agradecendo por te deixar leve Que nada, amor Você merece Cara na cara, no pelo e na pele Corpos em transe, você tão sexy Me agradecendo por te deixar leve Que nada, amor Você merece"
pronoun+aux+adj,tonta,"Faz Completo, Chefe",Mc IG,Funk,"Uh, meu nome não é igor Faz completo, chefe Vamo embora, chefe, faz completo, mané Do jeito que elas gosta, po Uh, meu nome não é igor Faz completo, chefe Vamo embora, chefe, faz completo, mané Do jeito que elas gosta, po Hã, baby, baby Baby, vem e faz completo Essas gata se amarra nesse dialeto Sempre, que eu encosto de Porsche sem teto Atualmente, na picota, comendo no quieto Não é só sexo, sexy Solteiro, vivendo, nossa cota é se divertir Tá jogada na piscina, sunset Várias de biquini, me sinto no havai Boa tigre guerreiro, olha quem vem por aí A tal da larissinha quer dinheiro pra sorrir E tá facinho pro voucher dela subir Pra disbicar pro lado, cê tá tonta por aqui Tem lala, as top, md, tem Glock Nossa segurança, no pescoço vários carro forte E que se foda os bico, que acha que nóis não pode Segura os preto rico, e nóis joga no bigode Deixa fluir, faz completo chefe Enquanto as amiga se diverte Deixa fluir, faz completo chefe É bom aproveitar, que a vida é breve Deixa fluir, faz completo chefe Enquanto as amiga se diverte Deixa fluir, faz completo chefe É bom aproveitar, que a vida é breve Baby, baby Baby, baby Essa noite, é nossa Olha o Miami, mano Tá disbicando Ai, já sabe, né!? Já sabe! Faz completo chefe Ha, olha as ideia dele, traplaudo Haha Baby, baby Vamo que vamo, meu nome não é igor, 2025 É a tropa dos 4m"
sujeito_aux_verb,marrenta,Banco do Carona,Mc Don Juan,Funk,"DJ Boy DJ Boy (DJ Boy) Passa a visão É que de você eu só escuto: Também te amo Quer dizer que sempre esse bonde eu que tô puxando Você só responde e acha que tá me enganando Também te amo, também te amo Uma já me fez sofrer, dez eu tive que enganar Não existe amor em SP, é revoada Só existe momento bom, acelera o meu coração Mas vi que não vai dar, mas vi que não vai dar Que ela é marrenta demais, eu não tô aguentando E quem tirar minha paz eu vou eliminando Que é bye-bye, eu tô em outros planos Eu tô em outros planos, eu tô em outros planos Agora é só eu e o foguetão Várias quer montar, mas vai embora de busão Quando olho pro passado, cê não dava uma atenção Então senta e chora, isso que é foda Agora é só eu e o foguetão Várias quer montar, mas vai embora de busão Quando olho pro passado, cê não dava uma atenção Então senta e chora, então senta e chora Salve, gata, vou te levar no show comigo hoje Pra você ver como funciona a vida Do jovem menino sem pirraça Dose de gin pra ela na taça Nóis fodendo no banheiro até o dia clarear E, minha vida, cê sabe, fiquei rico novo Eu passei vontade, me tiraram de louco Mas eu tô só de passagem, conheci uns corpo novo Agora quer me brecar E vai ficar na caixa se tentar telefonar Loira chique e tatuada no toque do compasso Como não me ganhar? Ice nós carbura e fode como ninguém A Ciroc de manga, rosh do lado na cama Nóis fuma e nóis transa, ô, fé Mas só que, amor, eu te encontrei Quando eu já não tava na de procurar ninguém Descendo a ladeira com o finin' de ponta atrás da orelha Naqueles diazão que é ruim de me encontrar Mas se ela perguntar Eu cheio de pressa de viver Ela travou o meu relógio Rasgou minha camiseta E um bonezão que é maneirinho Eu tava de cantinho Ela, no puro ódio Eu só mirando o pódio Às vezes eu nem penso ni' mim Mas ela de frente pro espelho colocando a roupa Que rabo gigante, isso aí é pecado Queria morar dentro dela E só sair pra fora fumar um cigarro Lembra de nóis no Golzinho? Vinho baratinho, te comia no carro Vou construir um castelo pro cê e pra mim Pique João de barro Quem dera fosse tudo como a gente queria Mas num dia a saudade vai, no outro ela vem Por mim a semana podia ter só dois dias Um dia pra eu te ver e o outro também Quem dera fosse tudo como a gente queria Mas num dia a saudade vai, no outro ela vem Por mim a semana podia ter só dois dias Um dia pra eu te ver e o outro também DJ Boy Que ela é diferente, é difícil de ser ver Parece até modelo, atriz mirim de TV Me chamou no Insta querendo sair comigo Curtiu todas foto, comentou que eu tô bonito Mora no Anália, é boyzona Sua mãe é empresária Na garagem só navona Destilado tá na taça Sente o clima, prioriza Na pista nóis arruaça De nave nas avenida Mil motivos pra sorrir Mas foi vários pra chorar Lutei e tive o melhor de mim Hoje nóis pode embaçar Nos quatro cantos da cidade Hoje eu só vivo a cantar Tá com cara de maldade Doidinha pra vir sentar Mil motivos pra sorrir Mas foi vários pra chorar Tive o melhor de mim Hoje nóis pode embaçar Nos quatro canto da cidade Hoje eu só vivo a cantar Tá com cara de maldade Doidinha pra vim sentar (ai, ai, ai) Doidinha pra vim sentar Muita calma, coração, não precisa ir embora Eu sei que é foda essa falta de atenção É que minha vida tá corrida, eu tô sem opção Foi a escolha que eu fiz Viver do meu sonho e às vezes tem que ser infeliz Mas nóis segue a vida como pode E nem sempre nóis tá forte Mas minha meta é ser melhor Que eu mesmo, não que ninguém E ela em tom de deboche Comigo nem se comove Mas quando a vontade bate A danada liga pra quem? E pela Zona Sul eu passei de xis um Se arrependeu, Vitão não era um cara comum Diz que sente falta de ser minha 01 O que é que tem? Cê sabe que o passado não justifica ninguém Tem muita coisa ruim que chega pra trazer o bem Você é diferente de todas que eu conheci Gostosa, vem me fazer feliz Nossos corações entrou em alta Às vezes é loucura da minha mente Se eu não respondo, você chega toda brava Perguntando onde eu tava todo esse tempo Calma, gata, que eu tava na minha luta Pra ver se eu faço um sonzinho meu virar Peço que entenda a demora, perdão, desculpa Vida de artista, difícil lidar A discussão dessa noite passada Sei que deixou você mó' magoada Não era a meta, errei nas palavras Te peço perdão Não quero isso, então não afasta Mas a distância é o que me maltrata Dias e noites pensando na gata Que perturbação Calma, gata, que eu tava na mó' luta Pra ver se eu faço um sonzinho meu virar Peço que entenda a demora, perdão, desculpa Vida de artista, tá difícil de lidar, é Calma, gata, que eu tava na mó' luta Pra ver se eu faço um sonzinho virar Peço que entenda a demora, amor, desculpa Vida de artista, tá difícil de lidar É que eu vi que com ela nunca falta assunto E a vontade de tá junto supera qualquer parada Brigas, intrigas, risadas, tô tirando uns dias em casa Dei um tempo de peão, me tornei mais sensato Trouxe aliança, comprei na Vivara Joguei no seu dedo, fiz dois gol de placa Lancei nossa casa, juntei nossas tralha Reservei uma data pra nossa viagem Cê sabe, né, mano? Dar um tempo da vida de farra E o banco do carona já tem dona Espaço reservado no seu nome Com os vidros rebaixados e o som tocando Desfilo com minha dona e as criança E o banco do carona já tem dona Espaço reservado no seu nome Com os vidros rebaixando e o som tocando Desfilo com minha dona e as criança DJ Boy DJ Boy Passa a visão"
