"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"56406","banho de cheiro","fafá de belém","mpb"," refrão  x 
bairro do morumbi
bruma do paraná
brisa do piraí
barca de paquetá
quero voltar pra belém 
pra belém do pará
quero voltar pra belém 
pra belém do pará
lá  sou amiga do rei
lá  sou madeira de lei
lá  sou o sol  sou o vento
sou a barra do tempo
em belém do pará
lá  sou a manhã  dia novo
a canção do meu povo
em belém do pará
 refrão 
lá  minhas plumas deixei
lá  entre peixes morei
lá  eu fui limo d areia
eu fui boto e sereia
em belém do pará
lá  só me calço de relva
só me visto de selva
em belém do pará
 refrão ","mpb"
"56407","baiuca's bar","fafá de belém","mpb","caiu do céu  saiu do mar
o merengoso do baiuca s bar
quem vai querer  quem vai dançar
o merengoso do baiuca s bar 
o merengoso sem babado 
o merengue merengado bem linhoso
pra sapato sulapada a calcanhar
no arrasta de lá  ê ah  ê ah 
uh  ah  
ferre no meu pé
que no merengue eu sou um puraqué
fungue  puxe o ar
sinta o aroma do royal briá
abra o coração
que eu quero entrar na sua contramão  ui
brá 
uh  ah  
ferre no meu pé
que no merengue eu sou um puraqué
fungue  puxe o ar
sinta o aroma do royal briá
abra o coração
que eu quero entrar na sua contramão  ui
ai merengue  ui 
ah cosita linda mama  ui 
por  paulo piercings ","mpb"
"56408","ave maria dos retirantes","fafá de belém","mpb","é hora  em que a morte é certa
mas ninguém deserta se for pra lutar
no peito  coração aberto
esperança perto  sem querer chegar
poragem mansa eu tive até partir
pra não morrer de morte igual  fugi
e andei errando  pela vida afora
sempre indo embora  dei volta no mundo
vim morrer aqui
quanta cruz no meu caminho
faca de sol  poeira  espinho
bom jesus  olhe por mim
na solidão  cansado eu vim","mpb"
"56409","atrevida","fafá de belém","mpb","atrevida
estou mais atrevida
mordaz e ferina
estou cheia de vida
sagaz e ladina
já não sou mais a mesma
respiro outros ares
navego outros mares
são tantos olhares
convites  sorrisos
eu gosto eu preciso
pois é   
que ficou impossível não ver
mudei de você
por isso me esqueça
virei a cabeça
nas noites mal dormidas
rezava seu nome
olhava na janela
chorava seu nome
mexia em sua roupa
gemia seu nome
morria de sede
subia as paredes
me amava sozinha
você não me vinha
pois é    
que ficou impossível não ver
mudei de você
já não me inicia
já não me arrepia
estou mais atrevida
tô cheia de vida
você não me provoca
nem quando me toca
agora eu tenho
é fome de homem
que seja feliz
estou mais atrevida
tô cheia de vida
você não me provoca
nem quando me toca
agora eu tenho
é fome de homem
que seja feliz","mpb"
"56410","assim seja","fafá de belém","mpb","seja por terra  como quem vai plantar
seja por serra  cachoeira no chão
seja por mar  na forma de onda e sal
de qualquer lado chegar
seja por cima  como quem quer voar
seja por baixo  como quem quer beijar
seja por onde a gente possa chegar
se qualquer lado atacar
de braços dados com o vampiro final
de braços dados com quem não quer nada
seja na forma de um anjo ou um cão
ou escondido na moleza geral
braços abertos  é preciso ganhar
pois é preciso ganhar","mpb"
"56411","asfalto amarelo","fafá de belém","mpb","eu vou levar você pra santarém
eu quero que seja você meu bem
vou ti levar pra marapanim
eu quero ter você assim pra mim
tu vais comigo para a redenção
será só teu então meu coração
vou te levar para quatipurú
e vou te dar todo esse céu azul
aonde quer que eu vá tu vais também
pelo asfalto amarelo vem
vou te enchendo de carinho  amor
beijo  desejo e flor até belém
tu vais comigo para onde eu for
praia  boteco  hotel e todo show
na correria e calma  cama
ardor  tamanha paixão eu tô
eu vou levar você pra santarém
eu quero que seja você meu bem
vou ti levar pra marapanim
eu quero ter você assim pra mim
tu vais comigo para a redenção
será só teu então meu coração
vou te levar para quatipurú
e vou te dar todo esse céu azul
aonde quer que eu vá tu vais também
pelo asfalto amarelo vem
vou te enchendo de carinho  amor
beijo  desejo e flor até belém
tu vais comigo para onde eu for
praia  boteco  hotel e todo show
na correria e calma  cama
ardor  tamanha paixão eu tô","mpb"
"56412","ave maria","fafá de belém","mpb","ave maria
nos seus andores
rogai por nós
os pecadores
abençoai   destas terras morenas
seus rios  seus campos e as noites serenas
abençoai   as cascatas
e as borboletas que enfeitam as matas
ave maria
cremos em vós
virgem maria rogai por nós
ouvi as preces  murmúrios de luz
que aos céus ascendem e o vento conduz
conduz a vós
virgem maria  rogai por nós","mpb"
"56413","as vitrines","fafá de belém","mpb","eu te vejo sumir por aí
te avisei que a cidade era um vão
dá tua mão  olha pra mim
não faz assim  não vá lá  não
os letreiros a te colorir
embaraçam a minha visão
eu te vi suspirar de aflição
e sair da sessão frouxa de rir
já te vejo brincando gostando de ser
tua sombra se multiplicar
nos teus olhos também posso ver
as vitrines te vendo passar
na galeria  cada clarão
é como um dia depois de outro dia
abrindo o salão
passas em exposição
passas sem ver teu vigia
catando a poesia
que entornas no chão
já te vejo brincando gostando de ser
tua sombra se multiplicar
nos teus olhos também posso ver
as vitrines te vendo passar
na galeria  cada clarão
é como um dia depois de outro dia
abrindo o salão
passas em exposição
passas sem ver teu vigia
catando a poesia
que entornas no chão","mpb"
"56414","araguaia","fafá de belém","mpb","longas noites  madrugadas
quanta beleza
pra um só lugar
água linda ter
não  não volta
nunca mais
lentamente no abandono
uma estrela atravessou o céu
e sendo um tema
de ternura
num pesadelo da razão
meu araguaia
suas areias
cobriram meus pés
seu encontro
fez do pranto
um acalanto
pra nós dois
e na rede
enciumado
sonho os sonhos
que já estão em mim
sinto a vida
que eu levo aqui
não esqueço nunca mais","mpb"
"56415","canção passarinho","fafá de belém","mpb","o rio manso e pequeno
divide ao meio o lugar
onde nasci e vivi
a infância que eu vou contar
o trem de ferro  o relógio
pracinha  banda e luar
e uma canção passarinho
dentro do grupo escolar
bem te vi  bem te vi  bem te vi
ao romper da aurora
e havia um boiadeiro
que tocava na viola
uma toada apaixonada
que falava da primeira namorada
e havia uma estrada
avermelhada  poeirada e
uma cruz na encruzilhada
que de trepadeira
era toda enfeitada
e agora que estou distante
e o tempo não parou não
nas cordas do meu amigo
amigo  mais que um irmão
dedico lhe toda saudade
mas  sinto que é pretenção
querer botar o meu mundo
todinho nessa canção
bem te vi   ","mpb"
"56416","ave maria (2013)","fafá de belém","mpb","ave maria
graça tão plena
maria graça mais plena
maria graça tão plena
ave ao nosso pai e senhor
que convosco está
bendita sois entre as mulheres
bendita sois  sois vós
bendito é o fruto de vosso ventre
o fruto de vosso ventre jesus
ave maria
santa maria
nossa senhora e mãe de deus
oh mãe de deus
rogai por nós
rogai nossa mãe rogai por nós
oh mãe
mãe de deus rogai por nós
os pecadores
agora e na hora de nossa morte
agora e na hora da morte
rogai por nós os pecadores
oh senhora  senhora e mãe de deus
ave maria","mpb"
"56417","ao pôr do sol","fafá de belém","mpb","ao pôr do sol
eu vou te dizer
que o nosso amor
não pode morrer
quando as estrelas
no céu despontarem vão dizer
que a lua  eu fiz pra você
e então eu serei amor
o sereno e o luar será você
ardente de paixão
que raia no meu coração
ao pôr do sol
eu vou te dizer
que o nosso amor
não pode morrer
quando as estrelas
no céu despontarem vão dizer
que a lua  eu fiz pra você
e então eu serei amor
o sereno e o luar será você
ardente de paixão
que raia no meu coração
e então eu serei amor
o sereno e o luar será você
ardente de paixão
que raia no meu coração
raia no meu coração
raia no meu coração
raia no meu coração","mpb"
"56418","aparências","fafá de belém","mpb","quantos anos já vividos  revividos  simplesmente por
viver 
quantos erros cometidos tantas vezes  repetidos por
nós dois 
quantas lágrimas sentidas e choradas 
quase sempre às escondidas  pra nenhum dos dois saber 
quantas dúvidas deixadas no momento  pra se resolver
depois 
quantas vezes nós fingimos alegria  sem o coração
sorrir 
quantas noites nos deitamos lado a lado  tão somente pra
dormir 
quantas frases foram ditas com palavras 
desgastadas pelo tempo  por não ter o que dizer 
quantas vezes nós dissemos  eu te amo 
pra tentar sobreviver 
aparências  nada mais 
sustentaram nossas vidas 
que apesar de mal vividas têm ainda 
tem ainda uma esperança  de poder viver 
quem sabe rebuscando essas mentiras 
e vendo onde a verdade se escondeu 
se encontre ainda alguma chance de juntar 
você  o amor e eu 
quantas frases foram ditas com palavras 
desgastadas pelo tempo  por não ter o que dizer 
quantas vezes nós dissemos  eu te amo 
pra tentar sobreviver 
aparências  nada mais 
sustentaram nossas vidas 
que apesar de mal vividas têm ainda 
tem ainda uma esperança  de poder viver 
quem sabe rebuscando essas mentiras 
e vendo onde a verdade se escondeu 
se encontre ainda alguma chance de juntar 
você  o amor e eu ","mpb"
"56419","angélica","fafá de belém","mpb","quem é essa mulher
que canta sempre esse estribilho 
só queria embalar meu filho
que mora na escuridão do mar
quem é essa mulher
que canta sempre esse lamento 
só queria lembrar o tormento
que fez meu filho suspirar
quem é essa mulher
que canta sempre o mesmo arranjo 
só queria agasalhar meu anjo
e deixar seu corpo descansar
quem é essa mulher
que canta como dobra um sino 
queria cantar por meu menino
ele já não pode mais cantar","mpb"
"56420","aprendizes da esperança","fafá de belém","mpb","bandeiras que se encrespam
e que falam para o vento
e os braços que se erguem
como novos monumentos
os filhos das cidades
e dos campos  com seus cantos
são fontes  são rios  oceanos
e são tantos
que a voz do continente
eles tem aqui e agora
estrelas combatentes
que anunciam a aurora
são pombas irrequietas 
são raízes do amanhã
o sonho brasileiro
eles plantam nas manhãs
nas fábricas  nos muros 
nas janelas  nos terraços 
nas ruas e nas praças 
nos teatros  nos arados
é festa e é trabalho
e é luta e é dança
são homens  mulheres
aprendizes da esperança
laiá  lalaiá 
laiá  lalaiá
laiá  laiá  laiá
laiá  lalaiá 
laiá  lalaiá
laiá  laiá  laiá
os filhos das cidades
e dos campos
com seus cantos
é festa e é trabalho
e é luta e é dança
são homens  mulheres
aprendizes da esperança
laiá  lalaiá 
laiá  lalaiá
laiá  lalaiá  laiá
laiá  lalaiá 
laiá  lalaiá
laiá  laiá  laiá
laiá  laiá  laiá  laiá 
laiá  laiá  laiá
laiá  laiá  laiá  laiá 
laiá  laiá  laiá","mpb"
"56421","anoiteceu","fafá de belém","mpb","anoiteceu
e essa noite não tem talvez
e eu vou te esquecer de vez
você era  você já foi
anoiteceu
e essa noite eu vou aprontar
ninguém pode me segurar
muito menos você
anoiteceu
cada estrela que aparecer
não vai nem me reconhecer
hoje eu saio da tua
anoiteceu
vou fazer o que eu nunca fiz
qualquer coisa pra ser feliz
e sair dessa solidão
anoiteceu
hoje eu quero saber de mim
a alegria não vai ter fim
essa noite eu te esqueço
anoiteceu
e quem gosta de mim sou eu
só se leva o que se viveu
e afinal eu mereço
anoiteceu
e hoje eu tô pra quem me quiser
tô a fim e dê no que der
essa noite eu arraso
anoiteceu
e essa noite se eu te encontrar
me desculpe se eu nem notar
mas você mereceu","mpb"
"56423","amor da minha vida","fafá de belém","mpb","amor da minha vida
que faço sem você
por onde você anda
eu tenho que saber
me diz com quem esteve
com quem você falou
me conta que não gosta
das bocas que beijou
amor da minha vida
eu tenho que te ver
das noites mal dormidas
preciso de você
será que outra pessoa
te dá o que eu te dei
será que alguém te ama
do jeito que eu te amei
dói  me dói aqui por dentro
sonhando tantas coisas que deixamos de viver
dói você me esquecendo
eu aqui sofrendo com saudade de você
dói saber que ainda te amo
saber que ainda te chamo
e que você não está aqui
dói saber que tudo passa
saber que alguém te abraça
cada vez que eu vou dormir
amor da minha vida
não faz comigo assim
se você não me liga
o que vai ser de mim
amor da minha vida
eu tenho que te ver
nas noites mal dormidas
preciso de você
será que outra pessoa
te dá o que te dei
será que alguém te ama
do jeito que eu te amei
dói  me dói aqui por dentro
sonhando tantas coisas que deixamos de viver
dói você me esquecendo
e eu aqui sofrendo com saudade de você
dói saber que ainda te amo
saber que ainda te chamo e você não esta aqui
dói saber que tudo passa
saber que alguém te abraça
cada vez que eu vou dormir
dói  me dói aqui por dentro
sonhando tantas coisas que deixamos de viver
dói você me esquecendo
e eu aqui sofrendo
com saudades de você","mpb"
"56424","amor cigano","fafá de belém","mpb","como vou dizer que não te amei
se eu ainda penso em você
se eu ainda tenho a ilusão
de encontrar para nós a solução
como vou dizer que te esqueci
se eu não aprendi a te esquecer
se eu não consigo mais dormir
sonho acordada com você
mesmo sem querer eu vou lembrar
coisas impossíveis de apagar
é para mim difícil entender
a vida sem você
dói se você diz que não me quer
mas eu não consigo te deixar
faço tudo que esse amor quiser
pra você ficar
vida minha  vida minha
meu amor cigano
como posso me enganar
fingir que não te amo
vida minha  vida minha
não me deixe agora
logo quando eu mais
preciso de você
diz pra mim que não deixou de me querer","mpb"
"56425","amor em paz","fafá de belém","mpb","eu amei
e amei ai de mim muito mais
do que devia amar
e chorei
ao sentir que iria sofrer
e me desesperar
foi então
que da minha infinita tristeza
aconteceu você
a razão de viver
e de amar em paz
e não sofrer mais
nunca mais
porque o amor
é a coisa mais triste
quando se desfaz
o amor é a coisa mais triste
quando se desfaz","mpb"
"56426","aconteceu você","fafá de belém","mpb","aconteceu você
tudo foi tão veloz
nem deu tempo de ouvir a voz
que dizia ao meu coração
que não tem aflição maior
do que estar perdido de amor
dessa vez era pra valer
desliguei o mundo
e mergulhei de cabeça
só pra me perder com você
aconteceu você
doce raio de sol
tomou conta do meu quintal
trouxe as cores que eu nunca vi
os sorrisos que eu nunca dei
trouxe um frio na barriga
que eu já nem sei
desliguei o mundo
e mergulhei de cabeça
só pra me perder com você
só pra me perder com você
só pra me perder com você
só pra me perder com você
só pra me perder com você
só pra me perder com você","mpb"
"56427","abandonada","fafá de belém","mpb","abandonada por você
tenho tentado te esquecer
no fim da tarde uma paixão
no fim da noite uma ilusão
no fim de tudo a solidão
apaixonada por você
tenho tentado não sofrer
lendo antigas poesias
rindo em novas companhias
e chorando por você
mas você não vem
nem leva com você
toda essa saudade
nem sei mais de mim
onde vou assim
fugindo da verdade
abandonada por você
apaixonada por você
sem outro porto ou outro cais
sobrevivendo aos temporais
essa paixão ainda me guia
abandonada por você
apaixonada por você
eu vejo o vento te levar
mas tenho estrelas pra sonhar
e ainda te espero todo o dia","mpb"
"56428","à queima-roupa","fafá de belém","mpb","hoje eu vim aqui falar de coisas
que jamais falei
de coisas que talvez você nem vá
gostar de ouvir
verdades eu sei incomodam
mas eu vou falar
ninguém vai tirar de mim
essa vontade de gritar
eu hoje vou dizer
que muitas vezes me feri pra não te machucar
e muitas vezes eu chorei pra não te ver chorar
e das vezes que sai e te deixei ficar
eu hoje vou dizer
da solidão as noites sem você aqui
do medo do desejo de possuir
da paixão que carreguei todo esse tempo
sem você aqui
na verdade esse amor
foi a pedra no caminho
foi o poço que secou
foi a cama de espinhos
foi a rosa que murchou
foi o sonho que marcou a minha vida
na verdade esse amor
foi um tiro à queima roupa
foi o pano que gastou
o menino sem brinquedo
foi a lua que apagou
foi o sol que não brilhou na minha vida
eu hoje vou dizer
que muitas vezes ma feri pra não te machucar
e tantas vezes eu chorei pra não te ver chorar
e de quando eu sai e te deixei ficar
eu hoje vou dizer
da solidão das noites sem você aqui
do medo do desejo de te possuir
da paixão que carreguei todo esse tempo
sem você aqui","mpb"
"56429","a luz na minha vida","fafá de belém","mpb","um dia desses dei de volta com o passado
e com as pessoas que eu já tive do meu lado
recordações que estavam ali na minha frente
mais do que nunca pedaço do presente
lembro a sacada pro quintal dos doze anos
as esperanças  sonhos de uma adolescência
pra minha vida eu também tracei meus planos
de ser artista sem preder a minha essência
e os amores que eu trago dentro do meu peito
não se esquecem pela vida e nem se perdem pelo ar
e quando sobe a cortina e entro em cena
valeu a pena eu ter nascido pra cantar
e todo o palco de repente enche de luz
e eu me entrego corpo e alma vivendo mais uma canção
por um caminho tão bonito que uma estrela me conduz
sou uma história sem segredos
quem canta é o meu coração","mpb"
"56430","águas passadas","fafá de belém","mpb","eu sempre disse a mim mesma
que águas passadas não movem moinhos
mas a saudade é um rio
que vive passando pelo meu caminho
quanto mais digo que odeio
mais eu te rodeio com meu pensamento
não adianta tentar te lembrar de outro jeito
se o meu coração ama até seus defeitos
não quer que eu esqueça jamais de você
e assim eu vou brigando com meu próprio ego
quanto mais eu nego mais você me tem
tento imaginar meu corpo em outros abraços
mas em seu lugar eu não vejo ninguém
e me pego aqui sozinha relembrando coisas
que eram de nós dois
choro quando a saudade dói em mim depois
meu amor  sinto a sua falta a cada momento
meu amor você não me sai daqui do pensamento
meu amor  volta inesperado  como chega o vento
todas as dores do mundo não ferem tão fundo
quanto a sua ausência
que me retalha  me corta
quase fecha a porta da minha existência
vejo teu rosto nas ruas
e em todas as luas peço a sua volta
não adianta lutar contra essa lembrança
se eu sei que o meu coração
não descansa
e sofre de tanto viver por você
e assim eu vou brigando com meu próprio ego
quanto mais eu nego mais você me tem
tento imaginar meu corpo em outros abraços
mas em seu lugar eu não vejo ninguém
e me pego aqui sozinha  relembrando coisas
que eram de nós dois
choro quando a saudade dói em mim depois
meu amor  sinto a tua falta a cada momento
meu amor  você não me sai daqui do pensamento
meu amor  volta inesperado  como chega o vento","mpb"
"56434","a noite","fafá de belém","mpb","a noite não tem amados
a noite só tem patrão
a noite só tem escuro
a noite só tem paixão
a noite não tem estradas
que caibam na nossa mão
a noite só tem estrelas
a noite só tem paixão
na noite  o gosto de sangue
na noite ouro no azul
na noite a cana e o merengue
da américa do sul
a noite não tem castigo
nem medo de punição
a noite é o melhor amigo
e só tem perdão
a noite só tem paixão","mpb"
"56470","você já me esqueceu","fernanda takai","mpb","vem   você bem sabe que aqui é o seu lugar
e sem você consigo apenas compreender
que a sua ausência faz a noite 
se alongar 
vem   há tanta coisa que eu preciso lhe dizer
quando o desejo que queima se acalmar 
preciso de você para viver 
é noite amor
e o frio entrou no quarto
que foi seu e meu 
pela janela aberta   onde eu me debrucei 
na espera inútil e
você não apareceu 
 refrão 
você já me esqueceu 
e eu não vejo um jeito
de fazer você lembrar
de tantas vezes que eu ouvi você dizer 
que eu era tudo pra você 
você já me esqueceu 
e a madrugada fria
agora vem dizer
que eu já não passo de nada pra você 
você já me esqueceu  
você já me esqueceu 
você já me esqueceu 
é noite amor
e o frio entrou no quarto
que foi seu e meu 
pela janela aberta   onde eu me debrucei 
na espera inútil e
você não apareceu 
refrão 
de   eloise","mpb"
"56471","um gosto de sol (com milton nascimento)","fernanda takai","mpb","alguém que vi de passagem
numa cidade estrangeira
lembrou os sonhos que eu tinha
e esqueci sobre a mesa
como uma pêra se esquece
dormindo numa fruteira
como adormece o rio
sonhando na carne da pêra
o sol na sombra se esquece
dormindo numa cadeira
alguém sorriu de passagem
numa cidade estrangeira
lembrou o riso que eu tinha
e esqueci entre os dentes
como uma pêra se esquece
sonhando numa fruteira","mpb"
"56472","viajei","fernanda takai","mpb","viajei
ligado num segundo
no seguinte  desliguei
do que eu ia dizer
divaguei
devagarinho  evoluindo
num carinho teu
perdido a me perder
mar adentro  noite afora
agora  amor
é hora de querer
dessa vida à toa
sem sentido  à proa
as ondas de carinho
levaram as palavras
mas eu sigo indo
as ondas são caminhos
já não sei
o tanto que eu diria
do que tanto dispersei
não quero nem pensar
viajei
viagem boa
a gente não se cansa de esquecer
que um dia vai voltar
mar adentro  noite afora
agora  amor
é hora de ficar
nessa vida à toa
sem sentido à toa
as ondas de carinho
levaram as palavras
mas eu sigo indo
as ondas são caminhos
viajei  viajei
viajei  viajei
takin silver haired","mpb"
"56474","trevo de quatro folhas","fernanda takai","mpb","vivo esperando e procurando
um trevo no meu jardim
quatro folhinhas nascidas ao léu
me levariam pertinho do céu
feliz eu seria e o trevo faria
que ela voltasse pra mim
vivo esperando e procurando
um trevo no meu jardim","mpb"
"56477","tá-hí","fernanda takai","mpb","taí  eu fiz tudo pra você gostar de mim
ah  meu bem  não faça assim comigo não 
você tem  você tem que me dar seu coração ","mpb"
"56478","seu tipo","fernanda takai","mpb","sou do tipo que devolve livros
e espera por mais de uma hora
sabendo que você não vem
sou do tipo que ainda escuta
e recolhe da calçada flores
que já não têm ninguém
tipo que você nem olha
tipo que ainda tem memória
sinto muito sua falta
não ficar junto me dissolve um pouco mais
sou do tipo que ainda ouve discos
e no caso sabe a hora de virar o lado b
sou do tipo que pergunta o signo
cola selos  guarda sigilo
sou o tipo pra você
tipo que você nem olha
tipo que ainda tem memória
sinto muito sua falta
não ficar junto me dissolve um pouco mais
tipo que você nem olha
tipo que ainda tem memória
sinto muito sua falta
não ficar junto me dissolve um pouco mais
me dissolve um pouco mais","mpb"
"56481","sem embaraço","fernanda takai","mpb","há quem não saiba sorrir
há quem não saiba cantar
não sei se você sabia
tem gente que nem assobia
nas cordas de um violão
ou com um pandeiro na mão
sei que daqui pra frente
a vida vai ser diferente pra mim
eu não sei porque é que eu
fui gostar dela tanto assim
eu só sei que no compasso
não me embaraço
posso até cantar errado
esquecer da afinação
é sempre melhor o sim que o não
nem é preciso saber
nenhum acorde pra ver
que quando estou tocando
o mundo inteiro sai rebolando
sai sim
eu não sei porque é que eu
fui gostar dela tanto assim
eu so sei que no compasso
não me embaraço
posso até cantar errado
esquecer da afinação
é sempre melhor o sim que o não
é sempre melhor o sim que o não
é sempre melhor o sim que o não
por   takin silver haired","mpb"
"56482","só saudade","fernanda takai","mpb","só saudade
foi o pouco que ficou
só saudade
pois o resto ela levou
sozinho eu vivo a sonhar
seus olhos  sua boca que diz vou voltar
só saudade
foi o que restou pra mim
só saudade
pois o resto teve fim
amor como este não há de encontrar
nunca mais
nunca mais","mpb"
"56483","sinhá pureza","fernanda takai","mpb","vou ensinar a sinhá pureza
a dançar o meu carimbó
carimbó que remexe mexe
carimbó da minha vovó
vai dançando sinhá pureza
rebolando pode requebrar
carimbó  sirimbó é gostoso
é gostoso em belém do pará
ô lêlê ô lalá
misturei carimbó e siriá
carimbó sirimbó é gostoso
é gostoso em belém do pará","mpb"
"56485","minha rainha","emílio santiago","mpb","um dia você vai pensar direito
e vai procurar um jeito
para me pedir perdão
é bem melhor  você  pensar agora
antes de chegar a hora
da nossa separação
eu já derramei um rio de lágrimas
muitas vezes chorei minhas mágoas
só porque eu te amo demais
ooolhe amor
dediquei a você
minha vida inteirinha
do meu sonho de amor
fiz você a rainha
e você vem falando em separação aaaão
olhe amor
antes que seja tarde
o arrependimento
eu não quero ouvir mil desculpas
lamento
porque tudo que eu fiz
foi pra lhe ver feliz","mpb"
"56486","na cadência do samba","emílio santiago","mpb","samba 
representa uma nação
samba 
orgulho da raça
retrato de um povo
que tem alma e coração
 rerão 
bate que va batendo a cadência boa que o
samba tem
bate que repicando o pandeiro vai tamborim
também
que bonito é
ver um samba no terreiro
assistir um batuqueiro
numa roda improvisar
que bonito é
a mulata requebrando
os tambores repicando
numa escola desfilar
que bonito é
ver a noite enluarada
numa trova apaixonada
um cantor desabafar
que bonito é
gafieira  salão nobre
seja rico  seja pobre
toda gente a sambar
o samba é romance
o samba e fantasia
o samba é sentimento
o samba é alegria
 refrão ","mpb"
"56487","nega dina","emílio santiago","mpb","a dina subiu o morro do pinto
pra me procurar
não me encontrando  foi ao morro da favela
com a filha da estela
pra me perturbar
mas eu estava lá no morro de são carlos
quando ela chegou
fazendo um escândalo  fazendo quizumba
dizendo que levou
meu nome pra macumba
só porque faz uma semana
que não deixo uma grana
pra nossa despesa
ela pensa que minha vida é uma beleza
eu dou duro no baralho
pra poder comer
a minha vida não é mole  não
entro em cana toda hora sem apelação
eu já ando assustado  sem paradeiro
sou um marginal brasileiro","mpb"
"56488","mulher","emílio santiago","mpb","intro  d   bbm 
d   do d   d f 
não sei que intensa magia  teu corpo irradia
fm  em  b    
que me deixa louco assim  mulher
em 
não sei  teus olhos castanhos  profundos  estranhos
a  d   b    
que mistério oculta    rão  mulher
em  a    
não sei dizer
d   do
mulher  só sei que sem alma
d   d f  f      g   g 
roubaste me a calma e aos teus pés eu fico a implorar
gm  c    f m  b 
o teu amor tem um gosto amargo e eu fico sempre a chorar nesta dor
em  a     d  
por teu amor  por teu amor mulher","mpb"
"56489","meu sol","emílio santiago","mpb","quando eu te vi chegar por esse mundo eu não sabia o quanto iria te amar e ao te ver querendo voar quem sabe assim se libertar eu te deixei
por te adorar
me deixa só te olhar por um segundo te dar um beijo antes da partida meu amor
se amanhã quiser me encontrar te espero o céu e o mar
sem te ver meu mundo não é igual
sei lá
só sei te adorar
meu sol","mpb"
"56490","nêga","emílio santiago","mpb","nêga
segura no pé dessa nêga
e o asfalto precisa do pé dessa nêga
pra sambar na avenida do seu coração
nêga
segura no pé dessa nêga
e o asfalto precisa do pé dessa nêga
pra sambar na avenida do seu coração
nêga
seu gingado me devora
nêga
me consome  me apavora
nêga
minha ala é o teu sorriso
nêga
meu enredo é o teu olhar
eu vou lhe dar uma sandália bordada
de amor e carinho e fazer do meu pranto
o teu vestido
depois pedir pra fazer do meu corpo
o seu porta estandarte
vencer o desfile do amor
eu vou lhe dar uma sandália bordada
de amor e carinho e fazer do meu pranto
o teu vestido
depois pedir pra fazer do meu corpo
o seu porta estandarte
vencer o desfile do amor
nêga
segura no pé dessa nêga
e o asfalto precisa do pé dessa nêga
pra sambar na avenida do seu coração
nêga
segura no pé dessa nêga
e o asfalto precisa do pé dessa nêga
pra sambar na avenida do seu coração
nêga
seu gingado me devora
nêga
me consome  me apavora
nêga
minha ala é o teu sorriso
nêga
meu enredo é o teu olhar
eu vou lhe dar uma sandália bordada
de amor e carinho e fazer do meu pranto
o teu vestido
depois pedir pra fazer do meu corpo
o seu porta estandarte
vencer o desfile do amor
eu vou  eu vou  eu vou  eu
eu vou lhe dar uma sandália bordada
de amor e carinho e fazer do meu pranto
o teu vestido
depois pedir pra fazer do meu corpo
o seu porta estandarte
vencer o desfile do amor
eu vou  eu vou  eu vou  eu vou
eu vou lhe dar    é
de amor e carinho e fazer do meu pranto
o teu vestido
depois pedir pra fazer do meu corpo
o seu porta estandarte
vencer o desfile do amor
eu vou  eu vou  eu vou  eu vou   ","mpb"
"56491","minha namorada","emílio santiago","mpb","se você quer ser minha namorada
ai que linda namorada  você poderia ser
se quiser ser somente minha
exatamente essa coisinha
essa coisa toda minha
que ninguém mais pode ser
você tem que me fazer um juramento
de só ter um pensamento
ser só minha até morrer
e também de não perder esse jeitinho
de falar devagarinho
essas histórias de você
e de repente me fazer muito carinho
e chorar bem de mansinho
sem ninguém saber porque
e se mais do que minha namorada
você quer ser minha amada
minha amada  mas amada pra valer
aquela amada  pelo amor predestinada
sem a qual a vida é nada
sem a qual se quer morrer
você tem que vir comigo em meu caminho
e talvez o meu caminho
seja triste pra você
e os seus olhos tem que ser só dos meus olhos
os seus braços o meu ninho 
no silêncio de depois
e você tem que ser a estrela derradeira
minha amiga e companheira
no infinito de nós dois","mpb"
"56492","marina morena","emílio santiago","mpb","marina morena marina
você se pintou
marina você faça tudo  mas faça um favor
não pinte esse rosto que eu gosto  que eu gosto e que é só meu
marina você já é bonita com o que deus lhe deu
me aborreci  me zanguei
já não posso falar
e quando eu me zango  marina  não sei perdoar
eu já desculpei muita coisa  
você não arranjava outro igual
desculpe marina morena  mas eu tô de mal 
de mal de você
de mal de você","mpb"
"56493","meu nome é ninguém","emílio santiago","mpb","foi assim
a lâmpada apagou
a vista escureceu
e um beijo então se deu
e veio a ânsia louca
incontida do amor
e depois daquele beijo então
foi tanto querer bem
e alguém dizendo alguém
meu bem  só meu  meu bem
nosso céu onde estrelas cantavam
de repente ficou mudo
foi se o encantado de tudo
quem sou eu   quem é você
foi assim
e só deus sabe quem
quem deixou de quere bem
não somos mais alguém
o meu nome é ninguém
e o teu nome também ninguém","mpb"
"56494","meu coração é você","emílio santiago","mpb","eu e você era tudo o que havia
nada mais
era só coração
fomos longe demais
quando a paixão tranforma tudo em magia
se disfarça de amor
faz a gente cegar
procurei você pra fugir daqui
procurando eu fui
além do que o destino quis
te encontrei aqui
sem saber voltar
te encontrando me perdi
querendo ser feliz
ah se o destino encontrasse outro jeito
e não deixasse nós dois por aqui
enxugando as palavras que saem dos olhos
dizendo adeus
meu coração já não cabe no peito
meu coração já nem sabe o que diz
bate a paixão  bate o amor
bate a ilusão e a magia
meu coração é você
dentro de mim ","mpb"
