"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"90192","um brinde ao retorno","mc boy do charme","funk-carioca","ergue a taça e faz um brinde
que a riqueza vem em dobro
boy do charmes tá de volta
segura o retorno
hoje é meu dia de sorte
carrego um pote de outro
jesus cristo é minha base
minha mente é meu tesouro
a humildade me fez quem eu sou
o sonho mudou pra vida  da ficção
pro realismo  vitória bem sucedida
da ficção pro realismo  vitória bem sucedida
ergue a taça e faz um brinde
que a riqueza vem em dobro
boy do charmes tá de volta
segura o retorno
ainda me lembro bem  do meu tempo de escola
carrinho  bola de gude  sonhava em jogar bola
mais hoje a vida mudou  não  não é mais bicicleta
quem diria o boy do charmes de hornet na favela
eu nunca perdi a fé  por isso eu não tô à pé
uma goma confortável no rolé de santa fé
troco o dia pela noite e a recompensa é meus fã
porque quem corre atrás hoje  vitória colhe amanhã
ergue a taça e faz um brinde
que a riqueza vem em dobro
boy do charmes tá de volta
segura o retorno","funk"
"90193","se o messi é crack o neymar é oxi","mc boy do charme","funk-carioca","domingo eu vou pra vila belmiro
vou torcer pro time que sou fã
vou comprar carteira numerada
vou sentár na arquibancada
o santos vai ser campeão
o bagulho tá do tipo certo
nós tem neymar nós tem ganso
nós temos a seleção
porque meu time bota pra fude
e o nome só vocês vão dizer  x 
ohohohohohohohohohohohohohohoh
ohohohohohohohohohohohohohohoh
domingo nós vai pra vila belmiro
vou torcer pro time que sou fã
vou comprar carteira numerada
vou sentar na arquibancada
o santos vai ser campeão
nós tem neymar nós tem ganso
nós tem uma grande equipe
nós temos a seleção
porque meu time bota pra fudê
e o nome só vocês vão dizer   x 
ohohohohohohohohohohohohohohoh
ohohohohohohohohohohohohohohoh","funk"
"90194","rasante","mc boy do charme","funk-carioca","nosso bonde é mil grau é o bonde dos loucos
rumo ao litoral rasante bem louco
sem limite vai neguinho igual cartão de banco
o que nos quer nos vapu vapu e segue desfrutando
vindo de um lugar fragoso alcancei o ditoso
não é luxo ou fama irmão  sou vitorioso 
eu sai da favela i ela permanece em mim
deixei de contar migalhas pra contar dim dim im im im
é hoje que o nosso bonde vai cai pra night
e a nega diz que quer me acompanha
eu saio cedo só volto mais tarde sei lá
se pá eu nem retorno e fico bem  por lá
é hoje que o nosso bonde vai cai pra night
e a nega diz que quer me acompanha
eu saio cedo só volto mais tarde sei lá
se pá eu nem retorno e fico bem  por lá","funk"
"90195","onde eu chego eu paro tudo","mc boy do charme","funk-carioca","onde eu chego eu paro tudo
a mulherada entra em pânico
meu cordão é um absurdo
meu perfume é da armani
de christian ou de oakley
de tommy ou lacoste
de cb      da honda
ou de hyundai veloster
querido na balada
bem vindo no puteiro
até que eu cheguei longe
eu sou simples sou guerreiro
não é imaginação
é a realidade
ja virou passado
miséria  necessidade
não traz felicidade
mas afasta a tristeza
e talvez minha humildade
seja minha maior riqueza  x 
picape cabine dupla
de jet na carroceria
correria trás fartura
fartura traz alegria
festinha na cobertura
no apê no gruarujá
e o comboio nervosão
convidei geral pra lá
bmw  audi q 
um infinity camaro
nos da banho nas piranha
com o champanhe do mais caro
e no meu vocabulário
não existe economia
nos investe no poder
e usufruir da putaria
não é imaginação
é a realidade
ja virou passado
miseria necessidade
não traz felicidade
mas afasta a tristeza
talvez minha humildade
seja minha maior riqueza  x ","funk"
"90196","olha meu deus","mc boy do charme","funk-carioca","senhor  abençoe a todos nós
mesmo em dúvida da vida
em que deveremos seguir
errar faz parte da vida
meu deus a vida loca já tentou me abraçar
falei que eu to firmão que meu negocio é cantar
sei que essa vida loca tem varios da familia
é opção pra eles poder mudar de vida
pois status do crime não é gloria e nem fama
um só objetivo seu negocio é grana
dos pivete menor aos maior de idade
assim que tá vivendo nossas comunidades
olha meu deus pela comunidade
já que nasce cresce não vou sujar minha imagem
e pronto objetivo junto com meus parceiros
na mente um raciocínio no progresso eu escrevo
olha meu deus pela comunidade
já que nasce cresce não vou sujar minha imagem
e pronto objetivo junto com meus parceiros
na mente um raciocínio no progresso eu escrevo
vários parceiros estão vivendo nessa loucura
o sonho de um pobre é ter sua estrutura
dia a dia ta milhão você vem me dizer
que vai curtir balada eu nem consigo entender
se a palavra já diz que é pra chegar e somar
e não fica na loja pra se atropelar
ta riscado até de perder sua liberdade
viver longe da gente como atras das grades
olha meu deus pela comunidade
já que nasce cresce não vou sujar minha imagem
e pronto objetivo junto com meus parceiros
na mente um raciocínio no progresso eu escrevo
olha meu deus pela comunidade
já que nasce cresce não vou sujar minha imagem
e pronto objetivo junto com meus parceiros
na mente um raciocínio no progresso eu escrevo
meu deus a vida loca já tentou me abraçar
falei que eu to firmão que meu negocio é cantar
sei que essa vida loca tem varios da familia
é opção pra eles poder mudar de vida
pois status do crime não é gloria e nem fama
um só objetivo seu negocio é grana
dos pivete menor aos maior de idade
assim que tá vivendo nossas comunidades
olha meu deus pela comunidade
já que nasce cresce não vou sujar minha imagem
e pronto objetivo junto com meus parceiros
na mente um raciocínio no progresso eu escrevo
olha meu deus pela comunidade
já que nasce cresce não vou sujar minha imagem
e pronto objetivo junto com meus parceiros
na mente um raciocínio no progresso eu escrevo
meu deus a vida loca já tentou me abraçar","funk"
"90197","nois de nave","mc boy do charme","funk-carioca","imaginei sorrindo eu to na favela
sou robin hood  eu mato e morro por ela
sei que a inveja continua rodiando a gente
sou sofredor mais to botando ainda a chapa quente
eu consegui comprar minha linda xt
o meu megane e a      ta vindo por ae
fui imaginando  e quem imagina levanta a mão
por ser humilde eu tenho um sonho e não é em vão
oi vamo imaginando nois de audi ou de citroen
de capitiva  bmw ou de     
sorrindo a gente sonha imagina a gente indo além
oi vamo imaginando nois de audi ou de citroen
de capitiva de veloster ou de     
toda semana a gente de rolé no shopping
meu tenis novo adidas  nike e o pisante da oakley
blusa abercrombie ou então a marca da hollyster
eu de armani  brooksfield ou uma polo da lacoste
relogio novo no pulso tem meu eco drive
parando tudo de cordão to invadindo os bailes
chandom na mesa  quando estora cola as menina
ostentação nois leva a vida nessa ousadia
oi vamo imaginando nois de audi ou de citroen
de capitiva  bmw ou de     
sorrindo a gente sonha imagina a gente indo além
vamo imaginando nois de audi ou de citroen
de capitiva de veloster ou de     
sorrindo a gente sonha imagina a gente indo além
vamo imaginando nois de audi ou de citroen
de capitiva de veloster ou de     ","funk"
"90198","mega operação","mc boy do charme","funk-carioca","operação bolada baixada  são paulo e rio
só kit pesado igual a esse não se viu
se quer fechar com nois tem que ter disposição
de xt  bmw  hornet  golf sapão
o goc e o raul representa consciente
pega a r  e tira de giro a cidade tira dente
pequeno e o parceiro boy sempre ta correndo atrás
inteligência profissão perigo adrenalina demais
bota a idéia na sua cabeça não queira nos copia
porque o nosso bonde mano é treinado e atua em qualquer lugar
várias mansão de luxo tudo de frente pra praia
as novinha quando vê se ilude se amarra sabe porquê 
por que nois curte nois zoa o nosso bonde foda
de fusion  de land rover  de megane ou de corolla   x ","funk"
"90199","homem sábio","mc boy do charme","funk-carioca","poucos por amor  muitos por dinheiro
mas o homem bom que tem o cântico não cessa
via ambição  dilui vários guerreiros
que emocionalmente fracos  pra vencer tiveram pressa
 e hoje  
a vibração da nave tunada
e a trocar de modelo  pra nós é essencial
conquistei o ouro do bom  aposentei a prata
e a vida de miséria  já era  tô bem legal
de amarok branca  xt na carroceria
chorando de alegria  só lágrimas de chandon
corpo ferido de susto  relaxo na ousadia
e amenizo a dor  gastando sem moderação
no pulso no grau dopapito vai um rolex brabo
o traje é mó chave  cordão feito sob medida
lutar na derrota  não nos tornou um derrotado
vivando o horizonte  vou vivendo  viva la vida
mandei cravejar meu rolex com diamante
implorei a deus para blindar meu coração
sei os inimigos vão blefar a todo instante
mas um homem sábio não age na emoção","funk"
"90200","fogo no puteiro","mc boy do charme","funk-carioca","de novo renault megane  de calvin klein  de camisa da armani
um a million exalando onde nós chega nós chega chegando
fazer um setor novato  esse é o nosso refujo
nós arrasta todas elas porque o bonde joga sujo
esfrega na cara delas o poder e a condição
jesus cristo é o meu mestre eu mesmo sou meu patrão
quem nasceu para brilhar  brilha até na escuridão
humildade é qualidade e prosperidade é dom
o dom que deus me deu é mais que qualquer milhão
é de transformar em ouro tudo que eu botar a mão
então fogo no puteiro que o boy chegou
fogo no puteiro que o boy chegou
é de transforma em ouro tudo que eu botar a mão
então fogo no puteiro que o boy chegou
fogo no puteiro que o boy chegou
é de transformar em ouro tudo que eu botar a mão  x
de xj  novinha rocando quem nem trovão
afogando minhas mágoas numa táça de chandon
estilo de vida é bom mas o perigo é constante
minha liberdade é ouro  minha vida é diamante
cofre forte é o coração pois só tem reliquia dentro
nós gasta vários milhão e acumula bons momentos
até sóbrio somos loucos mesmo louco consciente
nossa mente faz dinheiro  dinheiro não faz a mente   
quem nasceu pra brilhar  brilha até na escuridão
humildade é qualidade e prosperidade é dom
o dom que deus me deu é mais que qualquer milhão
é de transforma em ouro tudo que eu botar a mão
fogo no puteiro que o boy chegou
fogo no puteiro que o boy chegou
é de transforma em ouro tudo que eu botar a mão
então fogo no puteiro que o boy chegou
fogo no puteiro que o boy chegou
é de transformar em ouro tudo que eu botar a mão  x","funk"
"90203","festa do prazer","mc boy do charme","funk-carioca","se é festa do prazer    
se é festa do prazer o bicho pega o coro come
é cinco mulher pra cada dois homem  x
 aceeeeeeeeeita 
dia e noite noite e dia ta rolando essa é a parada
só vai rolar orgia com varias mulheradas
os papo lá ta sem fiel que é sé de wisky e red bull
as mina é la da norte  zona leste  zona sul
to chegando de megane a loira ta na     
morena na hillux tem varias no citroen
os irmao passou um radio que os amigos ta enconstando
já convoquei geral so ta faltando alguns manos
se é festa do prazer o bicho pega o coro come
é cinco mulher pra cada dois homem  x
 aceeeeeeeeeeita ","funk"
"90204","fator elegância","mc boy do charme","funk-carioca","o fator elegância tá presente em todos climas
felicidade e money são referencia na firma
a fé convicção da expiração e a auto estima
quero tua vitória pra te encontrar lá em cima
se for falar de nave
eu falo de x  pra cima
se o papo é duas rodas ducati s da ninja
se o assunto é mulher  é só modelo bailarina
aquela do corpão  tesão do tipo felina
que pelo boy do charmes elas briga azucrina
invicta no pulso  cordão e boné pra cima
se for falar de kit é só armani e dudalina
as tattoo pelo corpo  ô loco mandando a rima
as naves está aquecendo  elas tão se envolvendo
a fortuna só cresce  amigo eu tô crescendo
é paz e muito money e um brinde pros guerreiros
haha haha ostentação tá ao extremo
as naves esta aquecendo  elas tão se envolvendo
a fortuna só cresce  amigo eu tô crescendo
é paz e muito money e um brinde pros guerreiros
haha haha ostentação tá ao extremo
o fator elegância tá presente em todos climas
felicidade e money são referencia na firma
a fé convicção da expiração e a alto estima
quero tua vitória pra te encontrar la em cima
se for falar de nave
eu falo de x  pra cima
se o papo é duas rodas ducat é só da ninja
se o asunto é mulher  é so modelo bailarina
aquela do corpão  tesão do tipo felina
que pelo boy do charmes elas briga azucrina
invicta tá no pulso  cordão e boné pra cima
se for falar de kit é só armani e dudalina
as tattoo pelo corpo  oloco mandando a rima
as naves esta aquecendo  elas tão se envolvendo
a fortuna so cresce  amigo eu tô crescendo
é paz e muito money e um brinde pros guerreiros
haha haha ostentação tá ao extremo
as naves esta aquecendo  elas tão se envolvendo
a fortuna só cresce  amigo eu tô crescendo
é paz e muito money e um brinde pros guerreiros
haha haha ostentação tá ao extremo","funk"
"90205","megane","mc boy do charme","funk-carioca","imagina eu de megane  ou de      
invadindo os baile  não vai ter pra niguém
nosso bonde assim que vai
é euro  dolar e nota de    
nota de      nota de       x 
jamais vou me desfazer  dos parceiros que estao no dia a dia
o nosso bonde é esse  sintonia e correria
só não quero do lado aqueles que são simpatia
são simpatia  tão todo dia  correria
guerreiro tô na luta vo na fé é assim que é
dinheiro faz dinheiro e dinheiro chama mulher
dinheiro da um lance  compra carro então já é
tô de rolé  tô de rolééé
imagina eu de megane  ou de      
invadindo os baile  não vai ter pra niguém
nosso bonde assim que vai
é euro  dolar e nota de    
nota de      nota de       x 
mais se os manos são do bom  bota o puma disc que hoje tem baile
tô com cordão de ouro e vai no pulso um authblaint
cheiroso pra caralho  tô de armani ou de ferrariiii
quando eu subi no camarote  la vo encotra os irmão da zona sul
na nossa mesa  so absolut e red bull
tô rodiado de mulher  rio de janeiro tá susu  tá susu  tá susu
quando eu desce pra outra balada  chego la
meu bonde e esse  pode crê
é o bonde só dos loucos  e é os loucos procedê
tô desceno a     por hora  cheio de mulher
tô de rolê  tô de rolê  só tu vim vê
imagina eu de megane  ou de      
invadindo os baile  não vai ter pra niguém
nosso bonde assim que vai
é euro  dolar e nota de    
nota de      nota de       x ","funk"
"90206","eu vou te patrocinar","mc boy do charme","funk-carioca","tirei ela do lixo levei pros melhores baile
conheceu shopping center e agora forga de verdade
as mina simpatiza e os malandro pira
mas não se ilude não porque ela já é minha    x  
nois tá roubando a cena e as piranha quer tá no flash
elas quer o patrão da vila pra desfilar de hornet
por isso eu te convido pode vim todas novinha
tô pronto pro rasante pode chamar suas amiga
tá tudo liberado se quiser pode colar
a firma tá rendendo e eu vou te patrocinar
vamo de hornet r  ou de hayabusa
na porta do baile vou tirar de giro com a gata na garupa
e se eu tiver portando a novinha tem que portar
talvez de eckõ red planet ou de sergio k
sandalia da melissa kit da dolce   gabbana
notou a diferença que faz ela ter uma grana
mas se liga novinha não vai se emocionar
os mano é radical e se bulina manda rala
tirei ela do lixo levei pros melhores baile
conheceu shopping center e agora forga de verdade
as mina simpatiza e os malandro pira
mas não se ilude não porque ela já é minha    x  ","funk"
"90207","eu vim","mc boy do charme","funk-carioca","eu vim
no rolê de quebrada
e comecei a chapar
comprei uma catuaba
só pro clima esquentar
da banca dos parceiros
comecei avistar
todos os meus contatinhos
estão aqui
que a loirinha tá ali
minha morena tá lá
minha ex tá chegando
não sei qual vou pegar
a ruivinha tá ali
minha nega tá lá
minha amante chamando
eu não sei qual vou pegar
qual saio 
qual pego 
qual beijo 
eu juro que eu não sei","funk"
"90208","eu sou top","mc boy do charme","funk-carioca","eu tô aqui na zona sul soltando uma rima
eu sou o mc boy do charme junto com as suas minas
quando eu chego na balada eu só vou de nike air max
minha camisa e hollister meu oculos é um juliet
no racha ninguém me pega
eu chego só com carro caro eu com uma lamborghini
eu também com um camaro
ai meu deus que loucura ai meu deus que loucura
minha garagem tem uma kawasaki e também a hayabusa  x
quando eu vou pro baile funk eu costumo para tudo
as mina da um sorrisinho e depois fala tá maluco
quando eu saio na rua eu deixo as menina louca
ela chega a passa mal querendo beija minha boca
ai meu deus que loucura ai meu deus que loucura
minha garagem tem uma kawasaki e também a hayabusa  x","funk"
"90209","embarque na nave","mc boy do charme","funk-carioca"," eu cheguei 
é o ronco do motor da r   mas parece uma turbina
parece uma turbina
eu cheguei bem  olha aí 
começa pelo corte de cabelo  que é sempre disfarçado
um adidas inteligente  o perfume é importado
o invicta é brabo  mas eu penso diferente
hoje eu vou atracar  de rolex presidente
a maré ta favorável  e a gente lança a rede
separa o cavalo branco e estala o bico verde
vem na vontade  entre quatro paredes
mas vai perfeito chandon
esquece a realidade  porque a noite é uma ilusão
pensou que a onça tava em extinção
o meu bolso é um cativeiro
animais todos iguais se tratando de dinheiro
    mil curtiu a foto do instagram
vai virar atriz pornô da minha social cam  veem 
mas se quer decolar fica suave e embarca ai na nave
porque o corre é o nosso oficio  e o dinheiro é o nosso vicio
relaxa e se diverte ai no luxo  que eu to te proporcionando
porque a noite não tem fim  ta apenas começando
 vem que vem 
mas se quer decolar fica suave  e embarca ai na nave
porque o corre é o nosso oficio  e o dinheiro é o nosso vicio
relaxa e se diverte ai no luxo  que eu to te proporcionando
porque a noite não tem fim  ta apenas começando","funk"
"90210","eles tão","mc boy do charme","funk-carioca","eles tão tirando onda
tão gordinho de malote
qual mina vai querer os cara
que hoje estouraram o cofre
entro na concessionária
mais não vou sai a pé  
quer uma carona de hornet
ou quer embarca na santa fé
mas sexta é dia de baile
tem esquenta lá em casa
chama logo as amigas que
a bebida é liberada
hoje à noite qual vai ser
quer asfalto ou quer morrão
patricinha escolheu a segunda opção
eles tão na vida boa só
quem tem disposição
e quem pensa que eles tão
mas eles tão tirando onda
eles tão eles tão
só com as melhores gatas
eles tão eles tão
nós tá gastando igual maluco
eles tão eles tão
é só bebida importada","funk"
"90211","dinheiro e ousadia","mc boy do charme","funk-carioca","era duas hornet um preta e uma amarela
os cara saindo da favela e as bandida na garupa
o resto do bonde os cara tava de c 
xre nois tinha três
até neguinho de rayabusa
rolé no shopping nois tá la toda semana
na picadilha de boyzão se tem que ver
bonde é bolado até patricinha gama
tiramo onda esbanjando
nosso poder
e nas balada camarote e area vip
tem absolut tem uísque
onde só cola a gerencia
e pra todas novinha agenti da uma condição
tudo que quiser vai ter na mão
mais tem que dar uma assistencia
se eu tô no litoral praia água de cocô
e umas cachorra já no esquema envolvida
tô com a maldade  geralmente muito loco
é muita treta pra forma
olha só firma forte que não quebra
tipo fonte que não seca
onde rola curtição dinheiro e ousadia
firma forte que não quebra
tipo fonte que não seca
o bonde tá formado
tá formada essa é a quadrilha
era duas hornet um preta e uma amarela
os cara sainda da favela e as bandida na garupa
o resto do bonde os cara tava de c 
xre nois tinha três
até neguinho de rayabusa
rolé no shopping nois tá la toda semana
na picadilha de boyzão se tem que ver
bonde é bolado até patricinha gama
tiramo onda esbanjando
nosso poder
e nas balada camarote e area vip
tem absolut tem uísque
onde só cola a gerencia
e pra todas novinha agenti da uma condição
tudo que quiser vai ter na mão
mais tem que dar uma assistencia
se eu tô no litoral praia água de cocô
e umas cachorra já no esquema envolvida
tô com a maldade geralmente muito loco
é muita treta pra forma
olha só firma forte que não quebra
tipo fonte que não seca
onde rola curtição dinheiro e ousadia
firma forte que não quebra
tipo fonte que não seca
o bonde tá formado
tá formada essa é a quadrilha","funk"
"90212","cavalos de potência","mc boy do charme","funk-carioca","hoje tá tudo diferente
todas querem fechar comigo  dinheiro me fez galã
e as naves são o meu cupido  cada ronco do motor
é uma flecha no coração
nem mesmo eu imaginava alcançar esse patamar
basta estalar os dedos  que elas comem na minha mão
enche a hidro de champagne bota as piranha pra nadar
vem que vem
muitos cavalos de potência pra quem só andava a pé
no pião de bicicleta com os cara do role
mas eu não posso negar  que esse tempo também foi bom
se eu já tirava onda imagina na condição  vem
troquei a magrela pelo jet  a pistola por microfone
rádio comunicador  pelo mais belo iphone
agarrei muita fartura joguei fora a miséria
mas não troco por valor algum  minha favela
quando a vaca tava magra muito vacilão galou
depois de suor e sangue a recompensa chegou
quem desmereceu eu quero ver de longe
curte a brisa por tabela  sente a fumaça do bonde
quando a vaca tava magra muito vacilão galou
depois de suor e sangue a recompensa chegou
quem desmereceu eu quero ver de longe
curte as naves por tabela  sente a fumaça do bonde
seja na beira da piscina na sala no quarto de frente pro mar
tá liberado a parada toda  proibido vacilar
porque os cara é disciplina  e o errado é descartado
selecionamos só os de verdade pra ficar do nosso lado
mas quando a vaca tava magra  muito vacilão galou
depois de suor e sangue  aí vem o refrão
quando a vaca tava magra muito vacilão galou
depois de suor e sangue a recompensa chegou
quem desmereceu eu quero ver de longe
curte as naves por tabela  sente a fumaça do bonde","funk"
"90213","bem longe","mc boy do charme","funk-carioca","além do universo
além do orizonte
eu vejo um caminho
que eu posso seguir
bem longe da dor
bem longe do caos
eu me vejo bem longe
bem longe daqui
um lugar onde reina o amor
um longar onde impera a paz
uma onda a maldade levou
e o mar não devolve jamais
e quem será que eu vou encontrar
e quem será que vai vir me ver
é só deixar a vida te levar
e se entregar ao prazer
de viver  de sonhar
se dar sem ter nada a temer
deixa o mar te levar
eu vou me encotrar com você","funk"
"90214","amor ou dinheiro","mc boy do charme","funk-carioca","nada que eu disser vai ser capaz de te impressionar
mas eu vim de baixo
sei exatamente o meu lugar
nois não mede esforço e nem mede consequencia
nois ostenta mesmo nois não vive de aparência
mil cilindrada de potencia mente e ferve
o meu vicio em grana já viro bola de neve
carro liga leve é tão gostoso de se conduzir
eu persigo sonho pra riqueza vir me perseguir
amor ou dinheiro  o amor é unanimidade mas
o dinheiro  corrompeu mais que a metade
quanta falsidade  quanta hipocrisia rola
minha cota de felicidade eu quero em dólar
amor ou dinheiro  o amor é unanimidade mas
o dinheiro  corrompeu mais que a metade
quanta falsidade  quanta hipocrisia rola
minha cota de felicidade eu quero em dólar
que muitos matam  muitos morrem
tudo por causa de grana
cada um tá no seu corre
pra fortalecer quem ama
final de semana nois vai pra balada
da uma relaxada que a gente merece
principalmente a gente que vive no epicentro do stress
e se o dinheiro não cobrir nossa farra desse dia
meu cordão de ouro vai ficar de garantia
depois da balada vou pra love story
arrastar as mais top pra minha mansão
com a fiel dou um rolé no shopping
depois almoço na fogo do chão
com a fragrância  com impressão
ostentação é questão de poder
a correria traz condição
a condição proporciona o lazer
éé
amor ou dinheiro  o amor é unanimidade mas
o dinheiro  corrompeu mais que a metade
quanta falsidade  quanta hipocrisia rola
minha cota de felicidade eu quero em dólar
amor ou dinheiro  o amor é unanimidade mas
o dinheiro  corrompeu mais que a metade
quanta falsidade  quanta hipocrisia rola
minha cota de felicidade eu quero em dólar
você vale  aquilo que tu tem","funk"
"90215","amarok na faixa","mc boy do charme","funk-carioca","amarok na faixa    na circular
as boconas de    disparando alarme
corneteira grita bota as mina pra dançar
e os maloca joga o dedo
ao som do boy do charmes
se é papo de superar
meu nome é superação
vim da lata
fui pra prata
agora é só ouro do bom
hoje o closet do pai vive forradão de oakley
só de vez em quando eu levo o jacaré pra tomar sol
mantendo sempre a postura
pés no chão pra chegar longe
pois a palavra de homem tem que ser tiro de fal
onde pega arregaça impossível retornar
vivo pra agir corretamente
não pra agradar
traz o uísque e maconha da boa
é deixa as malandra embrasar","funk"
"90216","a semana inteira","mc boy do charme","funk-carioca","a semana inteira  fiquei esperando  
pra chegar no baile e me vê cantando  
quando a gente canta  não pensa em dinheiro
só se quer cantar  se quer cantar  se quer cantar  
fama é consequencia  isso é o que eu não quero 
mais até espero  como eu sou sincero 
planta humildade  pra chegar nos bailes  e se bem
chegar  se bem chegar  se bem chegar  
eu não quero me desfazer de ninguém
sei que nessa vida vou além
se tô cantando tá me fazendo bem  fazendo bem 
fazendo bem  
boa sorte aos meus parceiros aqui também 
e a todos os meus manos  nota de    
se tô cantando  tá me fazendo bem  fazendo bem  fazendo bem  
tô a semana inteira  fiquei esperando  
pra chegar no baile e me vê cantando  
quando a gente canta  não pensa em dinheiro
só se quer cantar  se quer cantar  se quer cantar  ","funk"
"90217","660","mc boy do charme","funk-carioca","xenon acionado tipo os olhos do piloto
ré customizada  nave o motorzão v 
aro liga leve  tunado naquele pique
só que bebe mais que toda a minha equipe
e de mil cilindrada pra longe nois tem de monte
nóis somos amantes da tal    
derretendo asfalto as donzela ganha de longe
se mudar estraga é desse jeito que eu quero
então dá um close  sem pose tira uma foto
onde a gente atraca acaba causando tumulto
para ganhar a vida nós só apostamos alto
e as donzelas pede pra nóis facinho de um jeito absurdo
e deixem que foquem em nós portanto
o tempo é tão curto viver intensamente é o certo
muitos escolhem batalha eu decidi por guerrilha
em pró da família vou te mandar um papo reto
e de mil cilindrada pra longe nois tem de monte
nóis somos amantes da tal    
derretendo asfalto as donzela ganha de longe
se mudar estraga é desse jeito que eu quero
e de mil cilindrada pra longe nois tem de monte
nóis somos amantes da tal    
derretendo asfalto as donzela ganha de longe
se mudar estraga é desse jeito que eu quero","funk"
"90218","24 horas","mc boy do charme","funk-carioca","combinação perfeita
cerveja  sol e bunda
é só nóis que arruma
é só nóis que arruma
tá parecendo filme
e o nome eu vou falar
   horas de ousadia no mar
que hoje eu acordei feliz
porque eu sei que tem desande
eu já liguei pra tati  rafaela e mariane
e pra ficar tranquilo
eu vou ligar pros meus parceiros
arruma mais amigas
que hoje é desmantelo
já preparei o barco
tem farra em alto mar
é só vir de biquini
pra depois poder tirar
a festa aqui é louca
sem hora pra acabar
enquanto tiver bebida
a gente vai continuar","funk"
"90219","nós é brabo de lá tcheca","mc bocarra","funk-carioca","mc bocarra
nós é tralha vadião
nós é o rei das boneca
esse é o dj do baile
ele é brabo de lá tcheca
ele fogueta pega firme
dentro da danada dela
se tú pensa que acabou
 º round te atravessa
mc mayarah
me pega vem com carinho
vamos começar à zorra
me trata bem com jeitinho
e dá beijinho na minha boca
beija  beija  beija
beija  beija  beija tudo
beija  beija  beija ai que novinho maluco","funk"
"90220","na calada da noite","mc bocarra","funk-carioca","é na calada da noite
que as coisas acontecem
nós pega elas no talento
e as malandra não se esquece
pode vim pretchuca linda
ruiva  loira ou morena
na base do mano bocarra
que elas encontra o problema
é como dizem na favela
que sou muito bem dotado
 mts de puro desejo
segura o garoto invernizado
mas eu vou fazer o que
se é do dj que elas gosta
parece maria chuteira
gosta de bola nas costas
refrão
o meu corpo ele é teu
o teu corpo ele é meu  encosta o teu corpo em mim
que eu encosto o meu corpo no teu","funk"
"90221","vizinha faladeira","mc bola","funk-carioca","ora pois  vem cantar  vizinha
faladeira dança o vira na avenida
e vem mostrar de um modo especial
a união entre brasil e portugal
de além mar caravelas ao vento
até a nossa terra aportar
trazendo novos tempos
branco e o negro a se misturar
ao índio nativo deste chão
fazendo a miscigenação
salve luís de camões
poesia e sentimento em uma só voz
ouvindo amália cantar
o fado me faz lembrar
lusitano apaixonado por este lugar
conquistar outros lugares  cobiça despertou
ouça o som da liberdade
a ditadura acabou 
cravos que travam as armas de uma nação
mudando a história
sob a luz das invenções
expandiu o comércio
um mundo novo surgiu
seu manuel  bolinhos para o meu bem
dona maria traz o pastel de belém
vinho do porto na mesa
é uma casa purtuguesa com certeza","funk"
"90222","vida do crime","mc bola","funk-carioca","menor de idade se envolve desde novinho 
se espelha em nos
nem que saber do ronaldinho 
quer ter dinhero  quer ter luxo e mulher 
completa maior idade dirijir uma santa fé 
 refrão 
o certo é certo  o errado é cobrado 
no dia dia não tem pano pra safado 
não cresça o olho quero que tu se adiante 
vida do crime é foda
mas e bom ser traficante 
mercadoria monstra
produto de primeira
do tipo exportação
alto teor de pureza 
é fabuloso o sucesso da lojinha
os viciado fica louco
os policia perde a linha 
menor de idade se envolve desde novinho 
se espelha em nos
nem que saber do ronaldinho 
quer ter dinhero  quer ter luxo e mulher 
completa maior idade dirijir uma santa fé 
 x  refrão 
o certo é certo  o errado é cobrado 
no dia dia não tem pano pra safado 
não cresça o olho quero que tu se adiante 
vida do crime é foda
mas e bom ser traficante 
mercadoria monstra
produto de primeira
do tipo exportação
alto teor de pureza 
é fabuloso o sucesso da lojinha
os viciado fica louco
os policia perde a linha 
menor de idade se envolve desde novinho 
se espelha em nos
nem que saber do ronaldinho 
quer ter dinhero  quer ter luxo e mulher 
completa maior idade dirijir uma santa fé 
 refrão 
o certo é certo  o errado é cobrado 
no dia dia não tem pano pra safado 
não cresça o olho quero que tu se adiante 
vida do crime é foda
mas e bom ser traficante ","funk"
"90223","tipo cinderela","mc bola","funk-carioca","é top é sensação
eu passo mal com ela
a coisa mais linda que dá gosto de ver
no samba ou batidão
é tipo cinderela
de saia bem curtinha pra me enlouquecer
quando eu vi percebi
algo que eu nunca senti tão perfeito
arrisquei não pensei
no que era mais errado ou direito
ela para todo o baile quando vai descendo até o chão
de vestido coladinho me fascina exalando sedução
agora não vai ter jeito
chegou para ficar
paixão bateu no peito
não dá pra controlar
prometo levar a sério
essa relação
então chega de mistério
já ganhou o meu coração","funk"
